stage,pooling,control,seed,attribute_id,attribute_name,attribute_group,train_observed,train_positive,train_negative,train_prevalence,validation_observed,validation_positive,validation_negative,threshold_selected_on_train,auroc,f1,train_loss
vision.early,mean,shuffled_labels,1,8,has_bill_shape::cone,has_bill_shape,160,44,116,0.2750000059604645,76,21,55,3.3768699169158936,0.4666666666666667,0.16666666666666666,0.013794085010886192
vision.early,mean,shuffled_labels,1,96,has_head_pattern::malar,has_head_pattern,156,16,140,0.10256410390138626,76,10,66,5.310666084289551,0.5727272727272728,0.15384615384615385,0.013794085010886192
vision.early,mean,shuffled_labels,1,100,has_head_pattern::eyebrow,has_head_pattern,156,30,126,0.19230769574642181,76,14,62,4.303793430328369,0.5564516129032258,0.2222222222222222,0.013794085010886192
vision.early,mean,shuffled_labels,1,101,has_head_pattern::eyering,has_head_pattern,156,25,131,0.16025641560554504,76,16,60,5.691714763641357,0.49583333333333335,0.23529411764705882,0.013794085010886192
vision.early,mean,shuffled_labels,1,102,has_head_pattern::plain,has_head_pattern,156,37,119,0.2371794879436493,76,13,63,3.719858407974243,0.4261294261294261,0.16666666666666666,0.013794085010886192
vision.early,mean,shuffled_labels,1,103,has_head_pattern::eyeline,has_head_pattern,156,18,138,0.11538461595773697,76,7,69,4.78704309463501,0.5031055900621118,0.0,0.013794085010886192
vision.early,mean,shuffled_labels,1,104,has_head_pattern::striped,has_head_pattern,156,15,141,0.09615384787321091,76,14,62,4.744192600250244,0.6612903225806451,0.29411764705882354,0.013794085010886192
vision.early,mean,shuffled_labels,1,105,has_head_pattern::capped,has_head_pattern,156,16,140,0.10256410390138626,76,9,67,4.571641445159912,0.5008291873963516,0.1935483870967742,0.013794085010886192
vision.early,mean,shuffled_labels,1,107,has_breast_color::brown,has_breast_color,145,29,116,0.20000000298023224,75,14,61,4.599238395690918,0.5175644028103045,0.24242424242424243,0.013794085010886192
vision.early,mean,shuffled_labels,1,111,has_breast_color::grey,has_breast_color,145,40,105,0.27586206793785095,75,19,56,4.451484203338623,0.5206766917293233,0.23809523809523808,0.013794085010886192
vision.early,mean,shuffled_labels,1,117,has_breast_color::black,has_breast_color,145,50,95,0.3448275923728943,75,30,45,4.166857719421387,0.585925925925926,0.4074074074074074,0.013794085010886192
vision.early,mean,shuffled_labels,1,118,has_breast_color::white,has_breast_color,145,51,94,0.35172414779663086,75,41,34,4.1973395347595215,0.503586800573888,0.29508196721311475,0.013794085010886192
vision.early,mean,shuffled_labels,1,120,has_breast_color::buff,has_breast_color,145,52,93,0.35862070322036743,75,26,49,4.878332138061523,0.3987441130298273,0.25,0.013794085010886192
vision.early,mean,shuffled_labels,1,294,has_crown_color::blue,has_crown_color,155,11,144,0.07096774131059647,75,4,71,8.065716743469238,0.323943661971831,0.0,0.013794085010886192
vision.early,mean,shuffled_labels,1,295,has_crown_color::brown,has_crown_color,155,60,95,0.3870967626571655,75,33,42,4.425015926361084,0.5476190476190477,0.32,0.013794085010886192
vision.early,mean,shuffled_labels,1,299,has_crown_color::grey,has_crown_color,155,36,119,0.23225806653499603,75,18,57,4.227792263031006,0.4697855750487329,0.23529411764705882,0.013794085010886192
vision.early,mean,shuffled_labels,1,305,has_crown_color::black,has_crown_color,155,45,110,0.29032257199287415,75,24,51,3.8042244911193848,0.5563725490196079,0.3181818181818182,0.013794085010886192
vision.early,mean,shuffled_labels,1,306,has_crown_color::white,has_crown_color,155,20,135,0.12903225421905518,75,10,65,4.193117141723633,0.4015384615384615,0.0,0.013794085010886192
vision.early,mean,shuffled_labels,1,308,has_crown_color::buff,has_crown_color,155,31,124,0.20000000298023224,75,16,59,3.8464512825012207,0.6260593220338984,0.35294117647058826,0.013794085010886192
